question,qtype
Are there safety concerns or special precautions about Duloxetine ?,precautions
Are there safety concerns or special precautions about Methimazole ?,precautions
Are there safety concerns or special precautions about Medroxyprogesterone Injection ?,precautions
Are there safety concerns or special precautions about Pseudoephedrine ?,precautions
Are there safety concerns or special precautions about Bumetanide ?,precautions
Are there safety concerns or special precautions about Benzoyl Peroxide Topical ?,precautions
Are there safety concerns or special precautions about Perphenazine ?,precautions
Are there safety concerns or special precautions about Mycophenolate ?,precautions
Are there safety concerns or special precautions about Osimertinib ?,precautions
Are there safety concerns or special precautions about Etodolac ?,precautions
Are there safety concerns or special precautions about Cevimeline ?,precautions
Are there safety concerns or special precautions about Estrogen and Bazedoxifene ?,precautions
Are there safety concerns or special precautions about Slippery Elm ?,precautions
Are there safety concerns or special precautions about Ponatinib ?,precautions
Are there safety concerns or special precautions about Nalbuphine Injection ?,precautions
Are there safety concerns or special precautions about Cascara ?,precautions
Are there safety concerns or special precautions about Diclofenac Topical (actinic keratosis) ?,precautions
Are there safety concerns or special precautions about Aprepitant ?,precautions
Are there safety concerns or special precautions about Verapamil ?,precautions
Are there safety concerns or special precautions about Doxycycline Injection ?,precautions
Are there safety concerns or special precautions about Icosapent Ethyl ?,precautions
Are there safety concerns or special precautions about Flibanserin ?,precautions
Are there safety concerns or special precautions about Thiamine ?,precautions
Are there safety concerns or special precautions about Lansoprazole ?,precautions
Are there safety concerns or special precautions about Rizatriptan ?,precautions
Are there safety concerns or special precautions about Tafluprost Ophthalmic ?,precautions
Are there safety concerns or special precautions about Secukinumab Injection ?,precautions
"Are there safety concerns or special precautions about Lansoprazole, Clarithromycin, and Amoxicillin ?",precautions
Are there safety concerns or special precautions about Triazolam ?,precautions
Are there safety concerns or special precautions about Galantamine ?,precautions
Are there safety concerns or special precautions about Omega-3 Fatty Acids ?,precautions
Are there safety concerns or special precautions about Cetuximab Injection ?,precautions
Are there safety concerns or special precautions about Rose Hip ?,precautions
Are there safety concerns or special precautions about Phosphate salts ?,precautions
Are there safety concerns or special precautions about Testosterone Buccal ?,precautions
Are there safety concerns or special precautions about Hydrocodone ?,precautions
Are there safety concerns or special precautions about Iron Sucrose Injection ?,precautions
Are there safety concerns or special precautions about Tamoxifen ?,precautions
Are there safety concerns or special precautions about Ezogabine ?,precautions
Are there safety concerns or special precautions about Prasugrel ?,precautions
Are there safety concerns or special precautions about Alfalfa ?,precautions
Are there safety concerns or special precautions about Ranitidine Hydrochloride Injection ?,precautions
Are there safety concerns or special precautions about Fentanyl Sublingual Spray ?,precautions
Are there safety concerns or special precautions about Cetirizine ?,precautions
Are there safety concerns or special precautions about Ciprofloxacin ?,precautions
Are there safety concerns or special precautions about Palm Oil ?,precautions
Are there safety concerns or special precautions about Amlodipine and Benazepril ?,precautions
Are there safety concerns or special precautions about Apremilast ?,precautions
Are there safety concerns or special precautions about Vigabatrin ?,precautions
Are there safety concerns or special precautions about Rosuvastatin ?,precautions
Are there safety concerns or special precautions about Tolmetin ?,precautions
Are there safety concerns or special precautions about Methamphetamine ?,precautions
Are there safety concerns or special precautions about Liothyronine ?,precautions
