question,qtype,source
are there safety concerns or special precautions about mitomycin,precautions,colloquial
are there safetu cconcerns or sppecial prrecautions about mitomycin,precautions,typo
Are there safety concerns or special precautions about Erythromycin Ophthalmic ?,precautions,original
are there safety concerns or special precautions about erythromycin ophthalmic,precautions,colloquial
are there safety concerrnd oe spcial precautions about erythromycin ophthallmic,precautions,typo
Are there safety concerns or special precautions about Elbasvir and Grazoprevir ?,precautions,original
are there safety concerns or special precautions about elbasvir and grazoprevir,precautions,colloquial
are therr safety coonceerns or apeciaal precautiions about elbasvir amd grazoprevir,precautions,typo
Are there safety concerns or special precautions about Atorvastatin ?,precautions,original
are there safety concerns or special precautions about atorvastatin,precautions,colloquial
are therre safeyy concrns or soecial prrcauutions about atorvastatin,precautions,typo
Are there safety concerns or special precautions about Betaxolol Ophthalmic ?,precautions,original
are there safety concerns or special precautions about betaxolol ophthalmic,precautions,colloquial
sree there safwty concerns orr sspecal precautions about betaxolol oophthalmic,precautions,typo
Are there safety concerns or special precautions about Gelatin ?,precautions,original
are there safety concerns or special precautions about gelatin,precautions,colloquial
are yhere safety concerns or sspwcial precautions about gelatin,precautions,typo
Are there safety concerns or special precautions about Oscillococcinum ?,precautions,original
are there safety concerns or special precautions about oscillococcinum,precautions,colloquial
are here safety concerns or spciall precautions bout oscillococccinym,precautions,typo
Are there safety concerns or special precautions about Valproic Acid ?,precautions,original
are there safety concerns or special precautions about valproic acid,precautions,colloquial
are there safety concerns or special precautionss abouy valproic ciid,precautions,typo
Are there safety concerns or special precautions about Besifloxacin Ophthalmic ?,precautions,original
are there safety concerns or special precautions about besifloxacin ophthalmic,precautions,colloquial
are thre safety concerns or speciak precautions about besifloxxacin ophttjalmic,precautions,typo
Are there safety concerns or special precautions about Amoxapine ?,precautions,original
are there safety concerns or special precautions about amoxapine,precautions,colloquial
are rhere safety oncerns or apecial precautions abouut amoxapine,precautions,typo
Are there safety concerns or special precautions about Clonidine Transdermal Patch ?,precautions,original
are there safety concerns or special precautions about clonidine transdermal patch,precautions,colloquial
are there safety concrns r specl precaurions about clonidiine transdermal patchh,precautions,typo
Are there safety concerns or special precautions about Coconut Oil ?,precautions,original
are there safety concerns or special precautions about coconut oil,precautions,colloquial
are there safety concerns or special peeecauions about coconut oil,precautions,typo
Are there safety concerns or special precautions about Oxaprozin ?,precautions,original
are there safety concerns or special precautions about oxaprozin,precautions,colloquial
are there safety concrns or special precautions aout oxaprozin,precautions,typo
