question,qtype,source
"I've got a bad case of acne, what can I do to get rid of it",treatment and outlook,llm_generated
I'm trying to plan for the future but I don't know what to expect,treatment and outlook,llm_generated
"I've got a recurrent thrush infection, what can I do to get rid of it",treatment and outlook,llm_generated
I'm trying to plan for thee futre but I don't know what to expect,treatment and outlook,typo
What is the outlook for Malnutrition ?,treatment and outlook,original
I'm worried that my condition will affect my relationships,treatment and outlook,llm_generated
How long does the healing process generally take?,treatment and outlook,llm_generated
Will I ever be able to go back to work if I've got this condition,treatment and outlook,llm_generated
Will I eve be avle to go back to wwork if I've got this condition,treatment and outlook,typo
What is the outlook for Earache ?,treatment and outlook,original
Can I get treatment for a wisdom tooth online,treatment and outlook,llm_generated
"I've been putting off going to the dentist but I've got a toothache, what can I do",treatment and outlook,llm_generated
Will I need ongoing treatment forever and ever?,treatment and outlook,llm_generated
Will I nees ongoing treatment gorever and everr?,treatment and outlook,typo
What is the outlook for Encephalitis ?,treatment and outlook,original
How can I treat a pulled muscle,treatment and outlook,llm_generated
I just want to know if I'll be able to get back to my old self,treatment and outlook,llm_generated
How long will I need to be off work to recover,treatment and outlook,llm_generated
How llong wwill I meed to b off work to recover,treatment and outlook,typo
What is the outlook for Double outlet right ventricle ?,treatment and outlook,original
"I've got a wart, can I use a cream to get rid of it or do I need to see a doctor?",treatment and outlook,llm_generated
"I've been diagnosed with hypothyroidism, what's the treatment for that?",treatment and outlook,llm_generated
Will I need to go under the knife or can I get by with just taking some pills?,treatment and outlook,llm_generated
WWill I need to go under te knife or can I get by wiith ust takinng some pills?,treatment and outlook,typo
What is the outlook for Hypoparathyroidism ?,treatment and outlook,original
Do I need to have surgery or can I just take some medication?,treatment and outlook,llm_generated
"I've got a lump on my testicle, what should I do about it",treatment and outlook,llm_generated
Do you reckon I'll need surgery or can I just take some medication and be done with it?,treatment and outlook,llm_generated
Do I need to have ssurgery or can I just take some medication?,treatment and outlook,typo
What is the outlook for Swimmer's ear ?,treatment and outlook,original
What's the best way to treat a broken bone,treatment and outlook,llm_generated
"My son's got conjunctivitis, what can we do to get rid of the infection?",treatment and outlook,llm_generated
How do I get rid of these migraines for good,treatment and outlook,llm_generated
What's tje best way yo teat a broken bone,treatment and outlook,typo
What is the outlook for Lipoid Proteinosis ?,treatment and outlook,original
I'm really worried about the future and what to expect,treatment and outlook,llm_generated
Will it be a surgical procedure or can I just take some medication to manage it?,treatment and outlook,llm_generated
Will I ever be able to go back to work if I've got this condition,treatment and outlook,llm_generated
Will itt be a sugcal procedure orr can I jutt take sone medication to manage it?,treatment and outlook,typo
What is the outlook for Childhood Central Nervous System Germ Cell Tumors ?,treatment and outlook,original
Is there any hope of getting rid of this completely for good?,treatment and outlook,llm_generated
"I've got a cold sore and it's really painful, what can I do",treatment and outlook,llm_generated
How can I treat a pulled muscle,treatment and outlook,llm_generated
"I've ot a cold sore and it's reall painful, what can I do",treatment and outlook,typo
What is the outlook for Squamous cell skin cancer ?,treatment and outlook,original
"I've been diagnosed with a UTI, what's the best way to get rid of it now",treatment and outlook,llm_generated
"I've been diagnosed with hypothyroidism, what's the treatment for that?",treatment and outlook,llm_generated
I just want to know if there's hope for a full recovery,treatment and outlook,llm_generated
I just want to know if therw's hope for a full recovery,treatment and outlook,typo
What is the outlook for Malocclusion of teeth ?,treatment and outlook,original
Is there any hope of getting rid of this completely for good?,treatment and outlook,llm_generated
Can you tell me how to clear up eczema on my face,treatment and outlook,llm_generated
Is this going to be a permanent problem?,treatment and outlook,llm_generated
Is thre any hoopee of getting rrid of this comoletely for goof?,treatment and outlook,typo
What is the outlook for Progressive Supranuclear Palsy ?,treatment and outlook,original
I'm trying to plan for the future but I don't know what to expect,treatment and outlook,llm_generated
"How long does it take to recover from a stomach bug, is there anything I can take?",treatment and outlook,llm_generated
How can I treat a minor eye injury,treatment and outlook,llm_generated
I'm trying to plan for th futre but I don't know what to expeect,treatment and outlook,typo
What is the outlook for Heart block ?,treatment and outlook,original
What's the likelihood of me being able to manage my symptoms,treatment and outlook,llm_generated
"I've got conjunctivitis, what's the best way to get rid of it",treatment and outlook,llm_generated
"My son's got conjunctivitis, what can we do to get rid of the infection?",treatment and outlook,llm_generated
"My sn's got connjunctiitis, what can wwe do to gett rid of the infection?",treatment and outlook,typo
What is the outlook for Stuffy or runny nose - children ?,treatment and outlook,original
What can I do to manage my menopause symptoms,treatment and outlook,llm_generated
"What's the best way to treat a burn, I spilled coffee on my hand",treatment and outlook,llm_generated
